,index,flooded-other,guessDepth,AuthorEmail,structure_damage,float_number,geo_locality,beach_damage,photo_time,marinas_comments,structures_comments,AuthorName,weather_calc_24hr_precip,buildings_street,geo_neighborhood,TideDataObserved,storm_damage,whatFlooded,weather_windBearing,post_comment,buildings_damage,cause-other,URL,geo_administrative_area_level_1,weather_windSpeed,road_damage,road_other,MyCoastAI-description,report_icon,from_device,response_other,anonymous,road_comments,ID #,images,location_latitude,buildings_comments,guessCause,geo_route,report_created,reportType,hazmat_damage damage-cat,alternate-location-name,boat_number,weather_temperature,photo_date,location_longitude,TideDataPredicted,beach_comments,marinas_damage,geo_administrative_area_level_2,hazmat_comments,brightness
790,790,,4,,,,,,16:00,,,,0.151,,,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,357.0,,,,https://mycoast.org/reports/136286,NY,8.3,,,,highwater.svg,Can reports - Survey123,,,,136286,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02180137/cd1ff5fb94643549f5107f728b50add74ab6900d.jpg,40.864464745,,Rainfall (Water pooling from direct rainfall),,2023-11-02T22:01:37Z,Flood Watch,,,,41.4,2021-01-04,-73.81313271,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,116.91
791,791,,4,,,,,,16:00,,,,0.144,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,351.0,,,,https://mycoast.org/reports/137477,NY,9.0,,,,highwater.svg,Can reports - Survey123,,,,137477,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03001350/aaab44eff2e45a7495db26956d9700a7eaa41eb8.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03001349/28c6b769544945ee53f5cdcb8595a9459e06666f.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03001347/68bc8bb3a8b2b17c03a1f070ac6ff8a4115be0e2.jpg,40.853106985,,Rainfall (Water pooling from direct rainfall),Minnieford Ave,2023-11-03T04:13:46Z,Flood Watch,,,,41.7,2021-01-04,-73.789069976,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,102.75
792,792,,6,,,,,,16:00,,,,0.151,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,357.0,,,,https://mycoast.org/reports/138818,NY,8.3,,,,highwater.svg,Can reports - Survey123,,,,138818,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03065359/0f1c691b2a37dfd0e20cf6e1d7b4e0f089430e13.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03065358/453a6e9fa09d9fe93acd8ef7a747387df1345eba.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03065356/3d7814073000453f57690d233bf64740d7ba5162.jpg,40.864347119,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T10:53:55Z,Flood Watch,,,,41.4,2021-01-04,-73.801664766,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20210103&edate=20210105&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,110.07
793,793,,7,,,,,,16:00,,,,0.473,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20201230&edate=20210101&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,313.0,,,,https://mycoast.org/reports/137338,NY,9.5,,,,highwater.svg,Can reports - Survey123,,,,137338,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02233256/7103e1e242670b1520cac0bdc23c6f289f5c3217.jpg,40.864355962,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T03:32:56Z,Flood Watch,,,,43.0,2020-12-31,-73.801616528,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20201230&edate=20210101&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,61.8
794,794,,,,,,Ulster Park,,10:18,,,,0.886,,River Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20201224&edate=20201226&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,142.0,,,,https://mycoast.org/reports/99255,NY,12.5,,,,highwater.svg,,,No,,99255,https://report-images.nyc3.digitaloceanspaces.com/2022/12/20105901/esopos_meadows1-scaled.jpg,41.86714268456324,,Overland flooding (Nearby waterbody),River Rd,2022-12-20T15:59:06Z,Flood Watch,,,,55.5,2020-12-25,-73.95043942136682,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20201224&edate=20201226&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Ulster County,,158.34
795,795,,7,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20201223&edate=20201225&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,162.0,,,,https://mycoast.org/reports/139606,NY,17.0,,,,highwater.svg,Can reports - Survey123,,,,139606,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03105751/b585b3fdcbea3f951f3573e3af7b1cc03c72ac37.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03105750/89dec8605a5a63980980d1584986dadbb3f23a67.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03105748/2c37ed2315f3ce60559fe4edeba5c458a350ea13.jpg,40.864322968,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T14:57:48Z,Flood Watch,,,,57.1,2020-12-24,-73.801654582,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20201223&edate=20201225&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,110.0
796,796,,10,,,,New York,,17:00,,,,0.012,,E 74th St,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518687&units=standard&bdate=20201219&edate=20201221&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,204.0,,,,https://mycoast.org/reports/136751,NY,4.7,,,,highwater.svg,Can reports - Survey123,,,,136751,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02202727/8f52a9548a30bd3ab79a748a83fe96c693a9f2c1.jpg,40.769091474,,,E 74th St,2023-11-03T00:27:26Z,Flood Watch,,,,38.9,2020-12-20,-73.955002541,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518687&units=standard&bdate=20201219&edate=20201221&timezone=LST/LDT&datum=MLLW&interval=hilo,,,New York County,,99.37
797,797,,10,,,,New York,,11:25,,,,0.0,,E 74th St,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518687&units=standard&bdate=20201219&edate=20201221&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,47.0,0,,,https://mycoast.org/reports/138825,NY,1.0,,,,highwater.svg,Can reports - Airtable,,,,138825,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03065618/b03df15d8fe8b88aced55bb0443408274c68a5a1.jpg,40.76909147,,Unsure,E 74th St,2023-11-03T10:56:17Z,Flood Watch,,,,35.9,2020-12-20,-73.95500254,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518687&units=standard&bdate=20201219&edate=20201221&timezone=LST/LDT&datum=MLLW&interval=hilo,,,New York County,,99.37
798,798,,24,,,,,,17:00,,,,0.585,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,348.0,,,,https://mycoast.org/reports/137276,NY,14.8,,,,highwater.svg,Can reports - Survey123,,,,137276,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231308/16a9d6f6af3a30428c226817ec00c3d6db81f8e8.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02231307/079104747f7df123ea45c7bfa1a01c0a5d40d488.jpg,40.661616072,,,Shore Pkwy,2023-11-03T03:13:06Z,Flood Watch,,,,29.7,2020-12-17,-73.852363885,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,138.7
799,799,,18,,,,,,17:00,,,,0.449,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,349.0,,,,https://mycoast.org/reports/138756,NY,15.5,,,,highwater.svg,Can reports - Survey123,,,,138756,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03063519/125fc10672134593d63089bb8c1296a30a617a85.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03063517/6d3b092eef4550cc1202c131d8e410588d1226d0.jpg,40.652067917,,,Mac Kee Ave,2023-11-03T10:35:16Z,Flood Watch,,,,29.4,2020-12-17,-73.829391577,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,145.17
800,800,,24,,,,,,17:00,,,,0.585,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,348.0,,,,https://mycoast.org/reports/138797,NY,14.8,,,,highwater.svg,Can reports - Survey123,,,,138797,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03064921/518fe411127b220a691df1cca743e5a66441cd48.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03064919/b7afa310a958440fdfbf3946532b8dc495c98ef4.jpg,40.661616072,,,Shore Pkwy,2023-11-03T10:49:18Z,Flood Watch,,,,29.7,2020-12-17,-73.852363885,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,143.32
801,801,,8,,,,,,17:00,,,,0.454,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,349.0,,,,https://mycoast.org/reports/139056,NY,15.5,,,,highwater.svg,Can reports - Survey123,,,,139056,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03080509/2bc6fecd87fe2e077bc48594b1dd6bb7ca967cae.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03080508/5d4eae01e3b897767753e746f036acc364a015c8.jpg,40.653302624,,,Davenport Ct,2023-11-03T12:05:07Z,Flood Watch,,,,29.4,2020-12-17,-73.830083714,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,177.01
802,802,,,,,,,,15:34,,,,0.514,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,359.0,,,"Beginning of the nor'easter in Howard Beach, Queens NY",https://mycoast.org/reports/102622,NY,15.4,,,,highwater.svg,,,Yes,,102622,https://report-images.nyc3.digitaloceanspaces.com/2022/12/29153625/12-17-2020.jpg,40.65905669016169,,Other,95th St,2022-12-29T20:36:28Z,Flood Watch,,,,32.0,2020-12-17,-73.83806036401366,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,160.24
803,803,,8,,,,,,11:25,,,,0.452,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,359.0,0,,,https://mycoast.org/reports/137991,NY,20.8,,,,highwater.svg,Can reports - Airtable,,,,137991,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03024419/cdcb8a83ab092983f12995f81a94914a13a75a6c.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03024417/366c797adbef47a58faecbbe4d2d5106b86069a0.jpg,40.65330262,,Overland flooding (Nearby waterbody),Davenport Ct,2023-11-03T06:44:16Z,Flood Watch,,,,28.1,2020-12-17,-73.83008371,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,177.01
804,804,,18,,,,,,10:15,,,,0.442,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,356.0,0,,,https://mycoast.org/reports/139030,NY,17.8,,,,highwater.svg,Can reports - Airtable,,,,139030,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03075548/af898425b8d9ee0e5f1208d23e249023e91595e6.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03075546/09fba98393d468b3782fe112b8e00f6f5e01f36a.jpg,40.65206792,,Overland flooding (Nearby waterbody),Mac Kee Ave,2023-11-03T11:55:46Z,Flood Watch,,,,27.2,2020-12-17,-73.82939158,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,145.17
805,805,,24,,,,,,10:15,,,,0.569,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,352.0,0,,,https://mycoast.org/reports/139725,NY,17.1,,,,highwater.svg,Can reports - Airtable,,,,139725,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03113251/f566c60c6f1e3b496f7fdc0c05b095fe945a87d2.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03113249/6a47710c9d8c4115ff287c757a11d9667b0fc285.jpg,40.66161607,,,Shore Pkwy,2023-11-03T15:32:48Z,Flood Watch,,,,27.4,2020-12-17,-73.85236389,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,143.32
806,806,,24,,,,,,10:00,,,,0.569,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,352.0,0,,,https://mycoast.org/reports/134747,NY,17.1,,,,highwater.svg,Can reports - Airtable,,,,134747,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02095358/e9cb4ad7ab0abad437b32fb7e047dbfe7370efea.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02095356/63d4f4c45e32b7554ad1b23dfb2c5dbebb29fe2d.jpg,40.66161607,,,Shore Pkwy,2023-11-02T13:53:56Z,Flood Watch,,,,27.4,2020-12-17,-73.85236389,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201216&edate=20201218&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,138.7
807,807,,6,,,,,,17:00,,,,0.0,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201214&edate=20201216&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,318.0,,,,https://mycoast.org/reports/139060,NY,16.2,,,,highwater.svg,Can reports - Survey123,,,,139060,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03080618/a8ce423cc6cd223b9b2899e0e1dda861991bde98.jpg,40.661616072,,,Shore Pkwy,2023-11-03T12:06:17Z,Flood Watch,,,,36.4,2020-12-15,-73.852363885,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201214&edate=20201216&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,126.0
808,808,,6,,,,,,09:03,,,,0.207,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20201214&edate=20201216&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,304.0,0,,,https://mycoast.org/reports/135766,NY,15.0,,,,highwater.svg,Can reports - Airtable,,,,135766,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02152408/20ee46211db2d0d7072c0a3eecd95cd5fef050a0.jpg,40.66161607,,Overland flooding (Nearby waterbody),Shore Pkwy,2023-11-02T19:24:07Z,Flood Watch,,,,36.0,2020-12-15,-73.85236389,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20201214&edate=20201216&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,126.0
809,809,,3,,,,,,16:00,,,,0.211,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20201213&edate=20201215&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,337.0,,,,https://mycoast.org/reports/138811,NY,7.3,,,,highwater.svg,Can reports - Survey123,,,,138811,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03065138/063b0008351f5477482ed2d7e4ef1180f6e279e8.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03065136/eb50f7f0fe334c2732e71ab50c536a6e66ff5884.jpg,40.849311607,,Overland flooding (Nearby waterbody),Ditmars St,2023-11-03T10:51:36Z,Flood Watch,,,,37.8,2020-12-14,-73.789555372,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20201213&edate=20201215&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,149.31
810,810,,6,,,,,,16:00,,,,0.0,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20201211&edate=20201213&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,208.0,,,,https://mycoast.org/reports/137939,NY,6.3,,,,highwater.svg,Can reports - Survey123,,,,137939,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03022757/aed30068e48c3935d7472accb85116b90d579795.jpg,40.864349845,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T06:27:56Z,Flood Watch,,,,54.1,2020-12-12,-73.801637525,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20201211&edate=20201213&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,62.79
811,811,,6,,,,,,16:00,,,,0.026,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20201208&edate=20201210&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,249.0,,,,https://mycoast.org/reports/137743,NY,11.6,,,,highwater.svg,Can reports - Survey123,,,,137743,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03013638/d2af5877a3a179e15087da69fd540deaf65c6388.jpg,40.864366357,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T05:36:37Z,Flood Watch,,,,35.1,2020-12-09,-73.801641674,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20201208&edate=20201210&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,48.56
812,812,,2,,,,,,16:00,,,,1.142,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20201204&edate=20201206&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,315.0,,,,https://mycoast.org/reports/137404,NY,20.5,,,,highwater.svg,Can reports - Survey123,,,,137404,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02235246/651c215e1636c83772bb23afa0cb255d7844ae74.jpg,40.84822,,Rainfall (Water pooling from direct rainfall),City Island Ave,2023-11-03T03:52:45Z,Flood Watch,,,,47.1,2020-12-05,-73.786587004,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20201204&edate=20201206&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,137.0
813,813,,7,,,,,,16:00,,,,1.128,,Orchard Beach Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518526&units=standard&bdate=20201204&edate=20201206&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,315.0,,,,https://mycoast.org/reports/137574,NY,20.0,,,,highwater.svg,Can reports - Survey123,,,,137574,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03004408/2399d197b605916d74d46f19460b3da34d23e59e.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03004406/0e694015c14592f3e2f21995b18bcd76f7f4cb9a.jpg,40.864415738,,Rainfall (Water pooling from direct rainfall),Orchard Beach Rd,2023-11-03T04:44:06Z,Flood Watch,,,,46.9,2020-12-05,-73.801649888,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518526&units=standard&bdate=20201204&edate=20201206&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,132.57
814,814,,3,,,,,,16:00,,,,1.143,,City Island,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516945&units=standard&bdate=20201204&edate=20201206&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,315.0,,,,https://mycoast.org/reports/137671,NY,20.4,,,,highwater.svg,Can reports - Survey123,,,,137671,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03011208/6d2e17512ba052778039f0db38be7d8d75c4c5bc.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03011207/edb7708e7276754bf77907a2de4ff5636d4cfb45.jpg,40.853106985,,Rainfall (Water pooling from direct rainfall),Minnieford Ave,2023-11-03T05:12:06Z,Flood Watch,,,,47.1,2020-12-05,-73.789069976,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516945&units=standard&bdate=20201204&edate=20201206&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Bronx County,,118.86
